2th_deg;intensity
2.669747;17.23494
2.671725;17.31174
2.673703;17.19914
2.675681;17.00041
2.67766;16.89584
2.679638;16.83664
2.681616;16.73059
2.683595;16.51595
2.685573;16.36485
2.687551;16.31581
2.68953;16.23131
2.691508;16.18333
2.693486;16.21894
2.695465;16.29041
2.697443;16.21194
2.699421;16.20413
2.7014;16.11419
2.703378;16.06083
2.705356;15.97813
2.707335;15.95702
2.709313;15.96944
2.711291;15.92241
2.71327;15.75875
2.715248;15.60161
2.717226;15.56585
2.719205;15.61653
2.721183;15.64429
2.723161;15.58877
2.72514;15.45278
2.727118;15.42454
2.729096;15.3126
2.731075;15.2562
2.733053;15.27913
2.735031;15.31814
2.737009;15.27545
2.738988;15.27474
2.740966;15.1695
2.742944;14.96436
2.744923;14.88319
2.746901;14.72362
2.748879;14.58499
2.750858;14.48793
2.752836;14.53345
2.754814;14.48212
2.756793;14.30519
2.758771;14.30328
2.760749;14.35933
2.762728;14.34546
2.764706;14.42668
2.766684;14.46653
2.768663;14.464
2.770641;14.50445
2.772619;14.48959
2.774598;14.37559
2.776576;14.25683
2.778554;14.25269
2.780533;14.25204
2.782511;14.2364
2.784489;14.06492
2.786468;14.04935
2.788446;13.9994
2.790424;13.94176
2.792403;14.09122
2.794381;13.97747
2.796359;13.80104
2.798337;13.64995
2.800316;13.7038
2.802294;13.71205
2.804272;13.80077
2.806251;13.78765
2.808229;13.76259
2.810207;13.63859
2.812186;13.55345
2.814164;13.43858
2.816142;13.36111
2.818121;13.40187
2.820099;13.49631
2.822077;13.37176
2.824056;13.30276
2.826034;13.20526
2.828012;13.1783
2.829991;13.18128
2.831969;13.17747
2.833947;13.13961
2.835926;13.11572
2.837904;13.08702
2.839882;13.05494
2.841861;13.0486
2.843839;12.95817
2.845817;12.97151
2.847796;12.92677
2.849774;12.98329
2.851752;12.96689
2.853731;12.89464
2.855709;12.7353
2.857687;12.65342
2.859665;12.61011
2.861644;12.64534
2.863622;12.70471
2.8656;12.66441
2.867579;12.66435
2.869557;12.66448
2.871535;12.70202
2.873514;12.59696
2.875492;12.53456
2.87747;12.57279
2.879449;12.58925
2.881427;12.54805
2.883405;12.57671
2.885384;12.54966
2.887362;12.43983
2.88934;12.38131
2.891319;12.50921
2.893297;12.62821
2.895275;12.66249
2.897254;12.59099
2.899232;12.5753
2.90121;12.66639
2.903189;12.70338
2.905167;12.65991
2.907145;12.6677
2.909124;12.61516
2.911102;12.69867
2.91308;12.87476
2.915059;13.13308
2.917037;13.27001
2.919015;13.67016
2.920993;14.31795
2.922972;15.52528
2.92495;19.01135
2.926928;29.05492
2.928907;48.97383
2.930885;77.74699
2.932863;108.7413
2.934842;131.5355
2.93682;137.4848
2.938798;122.6504
2.940777;94.29932
2.942755;64.31242
2.944733;39.0579
2.946712;23.84531
2.94869;17.12585
2.950668;14.77618
2.952647;13.81901
2.954625;13.30787
2.956603;12.97537
2.958582;12.76864
2.96056;12.55492
2.962538;12.43937
2.964517;12.32363
2.966495;12.13384
2.968473;11.948
2.970452;11.9597
2.97243;12.01214
2.974408;11.94812
2.976387;11.87356
2.978365;11.85986
2.980343;11.73499
2.982322;11.61343
2.9843;11.56608
2.986278;11.55367
2.988256;11.623
2.990235;11.68897
2.992213;11.66793
2.994191;11.43586
2.99617;11.25644
2.998148;11.23655
3.000126;11.22418
3.002105;11.25417
3.004083;11.34001
3.006061;11.33643
3.00804;11.0731
3.010018;10.95336
3.011996;10.84198
3.013975;10.72114
3.015953;10.52345
3.017931;10.43457
3.01991;10.28762
3.021888;10.07095
3.023866;9.968565
3.025845;10.029
3.027823;10.06959
3.029801;9.965817
3.03178;9.768756
3.033758;9.704127
3.035736;9.870295
3.037715;10.01993
3.039693;10.08993
3.041671;10.27397
3.04365;10.31229
3.045628;10.22965
3.047606;10.07973
3.049584;10.04607
3.051563;10.07392
3.053541;10.12998
3.055519;10.17265
3.057498;10.15013
3.059476;10.11563
3.061454;10.16653
3.063433;10.15939
3.065411;10.10931
3.067389;10.05634
3.069368;10.01555
3.071346;10.01311
3.073324;9.996878
3.075303;10.0433
3.077281;10.01146
3.079259;10.03483
3.081238;9.967854
3.083216;9.968907
3.085194;10.02619
3.087173;10.11028
3.089151;10.0677
3.091129;10.02014
3.093108;10.03055
3.095086;10.09973
3.097064;10.10891
3.099043;10.02992
3.101021;10.03779
3.102999;9.997177
3.104978;9.889006
3.106956;9.863262
3.108934;9.936098
3.110912;9.947705
3.112891;9.900282
3.114869;9.897223
3.116847;9.91806
3.118826;9.934603
3.120804;9.901514
3.122782;9.908669
3.124761;10.03154
3.126739;10.05234
3.128717;9.95607
3.130696;9.90928
3.132674;9.949554
3.134652;9.936493
3.136631;9.794128
3.138609;9.703449
3.140587;9.68286
3.142566;9.730811
3.144544;9.768638
3.146522;9.7101
3.148501;9.65595
3.150479;9.662747
3.152457;9.748864
3.154436;9.79813
3.156414;9.715642
3.158392;9.610145
3.160371;9.676197
3.162349;9.707271
3.164327;9.729584
3.166306;9.763492
3.168284;9.85378
3.170262;9.826752
3.17224;9.824258
3.174219;9.843039
3.176197;9.845243
3.178175;9.785448
3.180154;9.761585
3.182132;9.708589
3.18411;9.682882
3.186089;9.742625
3.188067;9.732548
3.190045;9.69451
3.192024;9.730902
3.194002;9.716711
3.19598;9.598352
3.197959;9.577303
3.199937;9.647436
3.201915;9.63216
3.203894;9.543968
3.205872;9.506288
3.20785;9.563529
3.209829;9.559356
3.211807;9.50174
3.213785;9.422304
3.215764;9.394607
3.217742;9.45774
3.21972;9.454398
3.221699;9.427788
3.223677;9.429651
3.225655;9.422165
3.227634;9.461031
3.229612;9.465417
3.23159;9.469454
3.233568;9.528731
3.235547;9.531886
3.237525;9.510522
3.239503;9.332665
3.241482;9.326506
3.24346;9.336277
3.245438;9.267036
3.247417;9.219248
3.249395;9.263298
3.251373;9.358132
3.253352;9.436165
3.25533;9.468096
3.257308;9.426531
3.259287;9.263675
3.261265;9.214447
3.263243;9.167006
3.265222;9.156966
3.2672;9.176681
3.269178;9.267696
3.271157;9.242608
3.273135;9.214299
3.275113;9.215455
3.277092;9.164214
3.27907;9.043275
3.281048;9.086663
3.283027;9.134469
3.285005;9.154921
3.286983;9.049467
3.288962;8.927371
3.29094;8.824307
3.292918;8.87975
3.294896;8.893367
3.296875;8.870827
3.298853;8.758901
3.300831;8.805749
3.30281;8.883101
3.304788;8.888739
3.306766;8.896214
3.308745;8.924775
3.310723;8.962096
3.312701;8.878873
3.31468;8.757984
3.316658;8.698699
3.318636;8.746736
3.320615;8.81193
3.322593;8.779725
3.324571;8.692667
3.32655;8.676302
3.328528;8.681077
3.330506;8.735925
3.332485;8.776182
3.334463;8.783286
3.336441;8.71707
3.33842;8.627259
3.340398;8.621727
3.342376;8.663004
3.344355;8.691097
3.346333;8.597584
3.348311;8.608323
3.35029;8.644071
3.352268;8.580338
3.354246;8.605271
3.356224;8.557587
3.358203;8.531654
3.360181;8.50154
3.362159;8.538392
3.364138;8.531426
3.366116;8.449619
3.368094;8.378084
3.370073;8.427913
3.372051;8.521013
3.374029;8.531943
3.376008;8.499574
3.377986;8.462965
3.379964;8.434837
3.381943;8.365038
3.383921;8.474519
3.385899;8.495134
3.387878;8.450228
3.389856;8.423476
3.391834;8.449107
3.393813;8.372473
3.395791;8.309058
3.397769;8.23469
3.399748;8.260088
3.401726;8.285492
3.403704;8.344852
3.405683;8.174375
3.407661;8.09937
3.409639;8.165476
3.411618;8.231224
3.413596;8.211151
3.415574;8.167579
3.417553;8.210805
3.419531;8.266087
3.421509;8.283673
3.423487;8.249713
3.425466;8.234491
3.427444;8.213915
3.429422;8.164533
3.431401;8.143142
3.433379;8.188916
3.435357;8.171911
3.437336;8.144663
3.439314;8.044286
3.441292;8.014631
3.443271;8.067642
3.445249;8.111779
3.447227;8.121731
3.449206;8.137949
3.451184;8.226171
3.453162;8.364113
3.455141;8.330188
3.457119;8.26542
3.459097;8.384854
3.461076;8.556247
3.463054;8.572158
3.465032;8.564474
3.467011;8.646042
3.468989;8.736247
3.470967;8.765135
3.472946;8.763702
3.474924;8.732201
3.476902;8.684155
3.478881;8.678556
3.480859;8.786937
3.482837;8.842155
3.484815;8.826486
3.486794;8.790618
3.488772;8.766082
3.49075;8.787615
3.492729;8.792396
3.494707;8.872734
3.496685;8.937333
3.498664;9.017135
3.500642;9.022701
3.50262;9.041361
3.504599;9.006911
3.506577;8.961545
3.508555;8.926557
3.510534;8.916979
3.512512;8.922935
3.51449;8.949939
3.516469;9.017488
3.518447;9.074883
3.520425;9.083079
3.522404;9.03241
3.524382;8.825602
3.52636;8.729286
3.528339;8.665621
3.530317;8.631312
3.532295;8.502054
3.534274;8.389956
3.536252;8.355842
3.53823;8.285007
3.540209;8.242504
3.542187;8.184033
3.544165;8.121377
3.546143;8.057302
3.548122;7.954342
3.5501;7.884265
3.552078;7.870808
3.554057;7.835559
3.556035;7.843864
3.558013;7.87698
3.559992;7.857683
3.56197;7.831235
3.563948;7.872865
3.565927;7.881321
3.567905;7.828326
3.569883;7.755446
3.571862;7.680684
3.57384;7.647968
3.575818;7.659172
3.577797;7.602945
3.579775;7.597064
3.581753;7.549847
3.583732;7.596486
3.58571;7.618337
3.587688;7.628631
3.589667;7.622887
3.591645;7.475298
3.593623;7.454959
3.595602;7.503546
3.59758;7.594263
3.599558;7.537606
3.601537;7.548095
3.603515;7.576461
3.605493;7.522683
3.607471;7.497342
3.60945;7.510479
3.611428;7.517686
3.613406;7.477402
3.615385;7.361037
3.617363;7.347871
3.619341;7.400252
3.62132;7.485629
3.623298;7.457727
3.625276;7.340659
3.627255;7.312865
3.629233;7.303116
3.631211;7.306829
3.63319;7.263159
3.635168;7.25427
3.637146;7.228952
3.639125;7.250962
3.641103;7.319186
3.643081;7.275703
3.64506;7.190924
3.647038;7.148586
3.649016;7.106106
3.650995;7.128488
3.652973;7.135071
3.654951;7.099074
3.65693;7.030793
3.658908;6.994987
3.660886;7.071317
3.662865;7.137529
3.664843;7.16177
3.666821;7.117486
3.668799;7.092289
3.670778;6.967871
3.672756;6.954476
3.674734;6.968116
3.676713;6.930051
3.678691;6.939273
3.680669;6.972283
3.682648;6.969647
3.684626;6.97983
3.686604;7.008687
3.688583;7.036293
3.690561;7.057181
3.692539;7.057991
3.694518;6.911016
3.696496;6.847148
3.698474;6.938112
3.700453;6.964194
3.702431;6.936597
3.704409;6.891392
3.706388;6.921647
3.708366;6.876023
3.710344;6.881325
3.712323;6.841385
3.714301;6.797997
3.716279;6.791164
3.718258;6.830309
3.720236;6.80894
3.722214;6.779203
3.724193;6.77287
3.726171;6.820025
3.728149;6.835196
3.730127;6.763958
3.732106;6.75538
3.734084;6.825997
3.736062;6.843163
3.738041;6.82091
3.740019;6.876602
3.741997;6.926071
3.743976;6.909497
3.745954;6.817375
3.747932;6.802907
3.749911;6.776159
3.751889;6.758006
3.753867;6.792776
3.755846;6.813791
3.757824;6.761468
3.759802;6.682809
3.761781;6.661886
3.763759;6.70344
3.765737;6.786142
3.767716;6.848726
3.769694;6.879749
3.771672;6.779583
3.773651;6.754052
3.775629;6.729174
3.777607;6.721247
3.779586;6.669558
3.781564;6.692863
3.783542;6.7433
3.785521;6.77747
3.787499;6.763252
3.789477;6.778308
3.791455;6.773534
3.793434;6.738373
3.795412;6.709857
3.79739;6.763531
3.799369;6.748108
3.801347;6.6849
3.803325;6.592248
3.805304;6.572215
3.807282;6.62051
3.80926;6.601169
3.811239;6.587504
3.813217;6.582304
3.815195;6.548375
3.817174;6.540016
3.819152;6.548165
3.82113;6.614816
3.823109;6.688499
3.825087;6.7313
3.827065;6.688883
3.829044;6.655074
3.831022;6.601843
3.833;6.584821
3.834979;6.616048
3.836957;6.544476
3.838935;6.560862
3.840914;6.633622
3.842892;6.693784
3.84487;6.680876
3.846849;6.607364
3.848827;6.614709
3.850805;6.671497
3.852783;6.717943
3.854762;6.698162
3.85674;6.686283
3.858718;6.681709
3.860697;6.705815
3.862675;6.707337
3.864653;6.703466
3.866632;6.643648
3.86861;6.625247
3.870588;6.687418
3.872567;6.726594
3.874545;6.681874
3.876523;6.646719
3.878502;6.638632
3.88048;6.679488
3.882458;6.724402
3.884437;6.748604
3.886415;6.72971
3.888393;6.708356
3.890372;6.669182
3.89235;6.644931
3.894328;6.679014
3.896307;6.751962
3.898285;6.679486
3.900263;6.626232
3.902242;6.666613
3.90422;6.736661
3.906198;6.766327
3.908177;6.762502
3.910155;6.766578
3.912133;6.722838
3.914112;6.71695
3.91609;6.677979
3.918068;6.722119
3.920046;6.775056
3.922025;6.745061
3.924003;6.785917
3.925981;6.794234
3.92796;6.771192
3.929938;6.736188
3.931916;6.753451
3.933895;6.809672
3.935873;6.773369
3.937851;6.737097
3.93983;6.677661
3.941808;6.671676
3.943786;6.636946
3.945765;6.682098
3.947743;6.730032
3.949721;6.776693
3.9517;6.807284
3.953678;6.77337
3.955656;6.790758
3.957635;6.803702
3.959613;6.785857
3.961591;6.717302
3.96357;6.723692
3.965548;6.754717
3.967526;6.769714
3.969505;6.771578
3.971483;6.739467
3.973461;6.73786
3.97544;6.751261
3.977418;6.740501
3.979396;6.710862
3.981374;6.728904
3.983353;6.723642
3.985331;6.772569
3.987309;6.764383
3.989288;6.742813
3.991266;6.763887
3.993244;6.762625
3.995223;6.746694
3.997201;6.762084
3.999179;6.818209
4.001158;6.847879
4.003136;6.834176
4.005114;6.767561
4.007093;6.758396
4.009071;6.723355
4.011049;6.759871
4.013028;6.778273
4.015006;6.821298
4.016984;6.836297
4.018963;6.733273
4.020941;6.695671
4.022919;6.741982
4.024898;6.795117
4.026876;6.841199
4.028854;6.874282
4.030833;6.888129
4.032811;6.927089
4.034789;6.897242
4.036768;6.868446
4.038746;6.854966
4.040724;6.831674
4.042702;6.786618
4.044681;6.806058
4.046659;6.815007
4.048637;6.803719
4.050616;6.671353
4.052594;6.569979
4.054572;6.445976
4.056551;6.381163
4.058529;6.302727
4.060507;6.188043
4.062486;6.277343
4.064464;6.359365
4.066442;6.467282
4.068421;6.506923
4.070399;6.585006
4.072377;6.645584
4.074356;6.686346
4.076334;6.714958
4.078312;6.759118
4.080291;6.741152
4.082269;6.682832
4.084247;6.707698
4.086226;6.765435
4.088204;6.788177
4.090182;6.774863
4.092161;6.774558
4.094139;6.756926
4.096117;6.830377
4.098096;6.917428
4.100074;6.953296
4.102052;6.976595
4.10403;7.026978
4.106009;6.995636
4.107987;6.979045
4.109965;7.055166
4.111944;7.130084
4.113922;7.236895
4.1159;7.297437
4.117879;7.438235
4.119857;7.544417
4.121835;7.720785
4.123814;7.804284
4.125792;8.010471
4.12777;8.305057
4.129749;8.633141
4.131727;9.040769
4.133705;9.677686
4.135684;10.67448
4.137662;12.49667
4.13964;17.02102
4.141619;29.29916
4.143597;55.71309
4.145575;97.69028
4.147554;148.8592
4.149532;196.4118
4.15151;229.4669
4.153489;241.7672
4.155467;229.623
4.157445;195.7039
4.159424;147.7695
4.161402;98.38171
4.16338;57.60556
4.165358;31.12866
4.167337;18.30265
4.169315;13.08167
4.171293;10.90416
4.173272;9.794641
4.17525;9.21019
4.177228;8.819065
4.179207;8.461697
4.181185;8.14384
4.183163;7.945309
4.185142;7.779191
4.18712;7.600969
4.189098;7.447276
4.191077;7.377108
4.193055;7.398133
4.195033;7.326672
4.197012;7.200852
4.19899;7.169204
4.200968;7.135068
4.202947;7.063635
4.204925;7.043095
4.206903;7.03219
4.208882;6.989631
4.21086;6.956245
4.212838;6.999322
4.214817;6.973443
4.216795;6.994514
4.218773;6.951967
4.220752;6.920087
4.22273;6.87027
4.224708;6.847874
4.226686;6.802778
4.228665;6.78651
4.230643;6.871048
4.232621;6.893595
4.2346;6.892179
4.236578;6.90034
4.238556;6.870175
4.240535;6.840658
4.242513;6.838585
4.244491;6.812159
4.24647;6.808409
4.248448;6.784601
4.250426;6.783875
4.252405;6.708205
4.254383;6.661627
4.256361;6.674536
4.25834;6.704158
4.260318;6.640167
4.262296;6.585227
4.264275;6.613868
4.266253;6.643926
4.268231;6.676307
4.27021;6.591906
4.272188;6.501464
4.274166;6.499291
4.276145;6.583224
4.278123;6.57401
4.280101;6.568288
4.28208;6.539232
4.284058;6.52523
4.286036;6.539876
4.288014;6.597247
4.289993;6.5334
4.291971;6.488265
4.293949;6.481778
4.295928;6.544839
4.297906;6.602616
4.299884;6.577093
4.301863;6.529831
4.303841;6.492309
4.305819;6.42725
4.307798;6.38461
4.309776;6.366861
4.311754;6.361043
4.313733;6.309013
4.315711;6.298593
4.317689;6.319935
4.319668;6.311275
4.321646;6.314342
4.323624;6.32655
4.325603;6.351722
4.327581;6.358024
4.329559;6.340857
4.331538;6.348766
4.333516;6.344869
4.335494;6.398869
4.337473;6.419005
4.339451;6.461182
4.341429;6.565087
4.343408;6.643357
4.345386;6.65287
4.347364;6.675963
4.349343;6.707712
4.351321;6.724578
4.353299;6.696496
4.355277;6.777058
4.357256;6.856471
4.359234;6.938319
4.361212;6.980261
4.363191;6.977689
4.365169;6.961311
4.367147;6.926849
4.369126;6.929947
4.371104;6.968252
4.373082;7.082697
4.375061;7.016547
4.377039;6.94898
4.379017;6.987522
4.380996;7.073155
4.382974;7.071456
4.384952;7.146558
4.386931;7.121501
4.388909;7.145774
4.390887;7.203537
4.392866;7.284265
4.394844;7.313413
4.396822;7.312071
4.398801;7.281936
4.400779;7.348287
4.402757;7.380362
4.404736;7.360614
4.406714;7.341784
4.408692;7.354948
4.410671;7.270933
4.412649;7.145189
4.414627;7.126929
4.416605;7.148211
4.418584;7.151906
4.420562;7.092131
4.42254;6.976285
4.424519;6.875486
4.426497;6.938673
4.428475;7.017357
4.430454;6.986457
4.432432;6.913046
4.43441;6.860676
4.436389;6.831467
4.438367;6.840474
4.440345;6.78908
4.442324;6.758968
4.444302;6.67358
4.44628;6.674034
4.448259;6.689223
4.450237;6.686579
4.452215;6.638446
4.454194;6.652007
4.456172;6.671297
4.45815;6.638978
4.460129;6.663873
4.462107;6.64792
4.464085;6.665166
4.466064;6.626235
4.468042;6.631667
4.47002;6.632208
4.471999;6.636288
4.473977;6.624067
4.475955;6.623402
4.477933;6.578434
4.479912;6.591414
4.48189;6.612279
4.483868;6.658685
4.485847;6.62816
4.487825;6.546374
4.489803;6.491663
4.491782;6.47177
4.49376;6.523543
4.495738;6.555982
4.497717;6.573925
4.499695;6.542903
4.501673;6.572913
4.503652;6.556539
4.50563;6.525616
4.507608;6.525279
4.509587;6.538606
4.511565;6.554639
4.513543;6.531873
4.515522;6.491829
4.5175;6.425046
4.519478;6.383493
4.521457;6.403151
4.523435;6.398574
4.525413;6.410645
4.527392;6.399662
4.52937;6.435318
4.531348;6.391168
4.533327;6.340372
4.535305;6.335941
4.537283;6.36366
4.539261;6.330857
4.54124;6.338212
4.543218;6.339237
4.545196;6.346625
4.547175;6.291392
4.549153;6.294378
4.551131;6.293369
4.55311;6.349791
4.555088;6.356239
4.557066;6.362922
4.559045;6.372985
4.561023;6.316702
4.563001;6.195446
4.56498;6.117864
4.566958;6.077064
4.568936;6.074282
4.570915;6.071114
4.572893;6.104475
4.574871;6.129005
4.57685;6.145464
4.578828;6.219333
4.580806;6.237459
4.582785;6.159358
4.584763;6.108593
4.586741;6.14435
4.58872;6.188249
4.590698;6.207928
4.592676;6.167339
4.594655;6.150906
4.596633;6.17433
4.598611;6.213893
4.600589;6.175364
4.602568;6.160669
4.604546;6.160557
4.606524;6.115636
4.608503;6.12226
4.610481;6.117511
4.612459;6.078942
4.614438;6.05864
4.616416;6.099616
4.618394;6.132922
4.620373;6.13704
4.622351;6.135441
4.624329;6.099893
4.626308;6.093956
4.628286;6.124001
4.630264;6.12502
4.632243;6.130229
4.634221;6.134731
4.636199;6.142676
4.638178;6.119778
4.640156;6.167467
4.642134;6.196159
4.644113;6.166543
4.646091;6.166642
4.648069;6.122399
4.650048;6.131464
4.652026;6.09093
4.654004;6.078095
4.655983;6.087304
4.657961;6.11097
4.659939;6.13615
4.661917;6.113976
4.663896;6.078186
4.665874;6.048427
4.667852;6.03142
4.669831;6.057461
4.671809;6.135581
4.673787;6.194132
4.675766;6.224806
4.677744;6.194709
4.679722;6.155085
4.681701;6.216432
4.683679;6.249564
4.685657;6.201496
4.687636;6.145242
4.689614;6.169595
4.691592;6.190031
4.693571;6.207555
4.695549;6.14898
4.697527;6.082117
4.699506;6.032165
4.701484;6.062453
4.703462;6.19114
4.705441;6.251315
4.707419;6.267561
4.709397;6.198723
4.711376;6.158897
4.713354;6.203201
4.715332;6.245065
4.717311;6.170025
4.719289;6.096148
4.721267;6.114132
4.723245;6.165031
4.725224;6.150975
4.727202;6.181358
4.72918;6.217055
4.731159;6.163759
4.733137;6.18954
4.735115;6.247683
4.737094;6.251335
4.739072;6.289196
4.74105;6.261014
4.743029;6.270836
4.745007;6.264463
4.746985;6.175752
4.748964;6.088269
4.750942;6.078104
4.75292;6.078058
4.754899;6.138925
4.756877;6.179386
4.758855;6.175192
4.760834;6.13663
4.762812;6.147206
4.76479;6.231288
4.766769;6.259174
4.768747;6.241162
4.770725;6.221744
4.772704;6.220581
4.774682;6.251848
4.77666;6.248147
4.778639;6.283702
4.780617;6.304086
4.782595;6.339711
4.784574;6.307436
4.786552;6.261786
4.78853;6.246661
4.790508;6.257822
4.792487;6.25021
4.794465;6.238231
4.796443;6.287746
4.798422;6.361303
4.8004;6.354108
4.802378;6.326868
4.804357;6.361221
4.806335;6.413185
4.808313;6.411791
4.810292;6.368035
4.81227;6.396559
4.814248;6.397656
4.816227;6.358441
4.818205;6.29653
4.820183;6.224354
4.822162;6.183972
4.82414;6.206691
4.826118;6.323536
4.828097;6.473936
4.830075;6.566331
4.832053;6.648109
4.834032;6.744173
4.83601;6.837484
4.837988;6.8597
4.839967;6.95617
4.841945;7.172412
4.843923;7.430369
4.845902;7.661953
4.84788;7.989842
4.849858;8.479071
4.851836;9.321757
4.853815;10.92915
4.855793;14.66779
4.857771;24.2453
4.85975;44.28711
4.861728;74.82307
4.863706;111.7309
4.865685;146.3337
4.867663;171.6267
4.869641;184.6108
4.87162;183.6385
4.873598;169.4087
4.875576;142.8602
4.877555;108.1999
4.879533;72.57174
4.881511;43.27666
4.88349;24.44527
4.885468;14.97537
4.887446;11.08844
4.889425;9.506125
4.891403;8.670751
4.893381;8.128435
4.89536;7.739507
4.897338;7.432696
4.899316;7.203786
4.901295;7.010128
4.903273;6.858537
4.905251;6.759457
4.90723;6.688649
4.909208;6.619966
4.911186;6.588085
4.913164;6.587625
4.915143;6.537184
4.917121;6.497257
4.919099;6.430133
4.921078;6.480224
4.923056;6.485715
4.925034;6.433715
4.927013;6.342514
4.928991;6.326245
4.930969;6.350481
4.932948;6.366002
4.934926;6.345702
4.936904;6.29642
4.938883;6.270734
4.940861;6.277527
4.942839;6.315226
4.944818;6.266586
4.946796;6.21574
4.948774;6.22547
4.950753;6.23495
4.952731;6.25655
4.954709;6.271121
4.956688;6.16913
4.958666;6.107131
4.960644;6.160684
4.962623;6.179834
4.964601;6.1999
4.966579;6.168684
4.968558;6.143537
4.970536;6.138097
4.972514;6.151695
4.974492;6.14058
4.976471;6.132879
4.978449;6.150431
4.980427;6.106959
4.982406;6.102988
4.984384;6.093094
4.986362;6.072724
4.988341;6.053885
4.990319;6.048939
4.992297;6.060928
4.994276;6.067526
4.996254;6.053403
4.998232;6.039743
5.000211;6.03315
5.002189;6.01859
5.004167;6.024228
5.006146;6.052053
5.008124;6.068367
5.010102;6.082656
5.012081;6.100506
5.014059;6.106979
5.016037;6.069923
5.018016;6.058206
5.019994;6.049675
5.021972;6.072001
5.023951;6.121639
5.025929;6.153947
5.027907;6.128296
5.029886;6.089172
5.031864;6.049873
5.033842;6.036593
5.03582;6.03191
5.037799;6.007375
5.039777;6.051529
5.041755;6.100205
5.043734;6.129903
5.045712;6.140077
5.04769;6.156949
5.049669;6.165725
5.051647;6.174364
5.053625;6.169138
5.055604;6.134264
5.057582;6.077165
5.05956;6.116238
5.061539;6.207808
5.063517;6.308658
5.065495;6.430172
5.067474;6.569903
5.069452;6.873024
5.07143;7.447864
5.073409;8.664929
5.075387;11.57979
5.077365;16.57651
5.079344;22.99858
5.081322;29.47086
5.0833;34.5502
5.085279;37.5537
5.087257;38.28782
5.089235;37.01859
5.091214;33.69423
5.093192;28.09845
5.09517;21.57805
5.097148;15.05258
5.099127;10.30001
5.101105;7.505766
5.103083;6.181097
5.105062;5.611468
5.10704;5.290338
5.109018;5.104029
5.110997;4.975836
5.112975;4.798511
5.114953;4.684936
5.116932;4.631789
5.11891;4.639824
5.120888;4.533179
5.122867;4.394132
5.124845;4.393676
5.126823;4.37538
5.128802;4.270381
5.13078;4.136978
5.132758;4.07602
5.134737;4.049153
5.136715;4.073173
5.138693;4.032769
5.140672;4.019135
5.14265;3.972927
5.144628;3.964162
5.146607;3.932705
5.148585;3.90405
5.150563;3.85087
5.152542;3.816984
5.15452;3.76971
5.156498;3.727364
5.158476;3.706782
5.160455;3.707348
5.162433;3.657079
5.164411;3.640749
5.16639;3.588488
5.168368;3.605968
5.170346;3.564601
5.172325;3.613901
5.174303;3.57204
5.176281;3.554852
5.17826;3.528913
5.180238;3.506902
5.182216;3.458972
5.184195;3.47204
5.186173;3.478178
5.188151;3.455423
5.19013;3.457004
5.192108;3.418148
5.194086;3.4009
5.196065;3.382167
5.198043;3.375829
5.200021;3.363802
5.202;3.338483
5.203978;3.305234
5.205956;3.298037
5.207935;3.29446
5.209913;3.265604
5.211891;3.264528
5.21387;3.252191
5.215848;3.220697
5.217826;3.209666
5.219805;3.247582
5.221783;3.249956
5.223761;3.225594
5.225739;3.220166
5.227718;3.256667
5.229696;3.299789
5.231674;3.300647
5.233653;3.238859
5.235631;3.178706
5.237609;3.202945
5.239588;3.260259
5.241566;3.29316
5.243544;3.288903
5.245523;3.277473
5.247501;3.270065
5.249479;3.251128
5.251458;3.244116
5.253436;3.251638
5.255414;3.243722
5.257393;3.216573
5.259371;3.17849
5.261349;3.170959
5.263328;3.149211
5.265306;3.136476
5.267284;3.104985
5.269263;3.152801
5.271241;3.165406
5.273219;3.184672
5.275198;3.12492
5.277176;3.115401
5.279154;3.089061
5.281133;3.150137
5.283111;3.105598
5.285089;3.056977
5.287067;3.03287
5.289046;3.09385
5.291024;3.116077
5.293002;3.090036
5.294981;3.050159
5.296959;2.987522
5.298937;2.928301
5.300916;2.871589
5.302894;2.863127
5.304872;2.861472
5.306851;2.836999
5.308829;2.83485
5.310807;2.828918
5.312786;2.82506
5.314764;2.800784
5.316742;2.778048
5.318721;2.742201
5.320699;2.662358
5.322677;2.648789
5.324656;2.67545
5.326634;2.684323
5.328612;2.644826
5.330591;2.605361
5.332569;2.59641
5.334547;2.574202
5.336526;2.585614
5.338504;2.558249
5.340482;2.535634
5.342461;2.472841
5.344439;2.470609
5.346417;2.479861
5.348395;2.491454
5.350374;2.489465
5.352352;2.456864
5.35433;2.458166
5.356309;2.472373
5.358287;2.516715
5.360265;2.489675
5.362244;2.46761
5.364222;2.412592
5.3662;2.431563
5.368179;2.433097
5.370157;2.41513
5.372135;2.370291
5.374114;2.351243
5.376092;2.340294
5.37807;2.355496
5.380049;2.317049
5.382027;2.279994
5.384005;2.281413
5.385984;2.27619
5.387962;2.267992
5.38994;2.217085
5.391919;2.192556
5.393897;2.178987
5.395875;2.18039
5.397854;2.187873
5.399832;2.176124
5.40181;2.151633
5.403789;2.130797
5.405767;2.125343
5.407745;2.108255
5.409723;2.108383
5.411702;2.096298
5.41368;2.112591
5.415658;2.086623
5.417637;2.066694
5.419615;2.038992
5.421593;2.042984
5.423572;2.048459
5.42555;2.019057
5.427528;1.980517
5.429507;1.959082
5.431485;1.956457
5.433463;1.951557
5.435442;1.9392
